id,area,feature,user_story,expected_behavior,source,tests,status,test_method,result,errors_found,fix_applied,retest_result
CTR-17,Center,Diff viewer scroll + hunk nav,"As a user, I want to scroll a diff and jump hunks, so that I can review efficiently.","j/k line scroll; PgDn/Ctrl+D & PgUp/Ctrl+U half-page; g/Home top, G/End bottom; n/p next/prev hunk; w toggles wrap.",diff/model.go; wheel.go,diff/model_test.go,Pass,code-trace (Phase 2 multi-agent verify),"diff/model.go:150-184 Update handles j/down & k/up (1 line), pgdown/ctrl+d & pgup/ctrl+u (ScrollDeltaForHeight(visibleHeight,2)=half-page), g/home (scroll=0 top), G/end (scrollToBottom), n/p next/prevHunk (lines 171-174, with wrap-around at lines 248-252/271-275), w toggles wrap. wheel.go CanConsumeWheel gates wheel focus. All keys in the catalog are implemented exactly. Matches.",,,
CTR-18,Center,Diff viewer rendering,"As a user, I want colour-coded diffs, so that I can spot additions/removals quickly.","Added green, removed red, context gray, header bold; clipped/wrapped to width; untracked shows full content; binary/large(>2MB) show warnings; loading/error states.",diff/view.go,diff/view_test.go,Pass,code-trace (Phase 2 multi-agent verify),"diff/view.go:233-274 renderLine colours add=ColorSuccess(green), delete=ColorError(red), header=ColorInfo bold, default=foreground/gray; wraps (m.wrap) or truncates with ellipsis to contentWidth (lines 264-271). View() dispatches loading/error/empty/binary('Binary file - cannot display diff' line 96)/large('File too large to display (> 2MB)' line 111)/no-changes states. Untracked content is loaded via GetUntrackedFileContent (model.go:109-110) and rendered as full content. Matches.",,,
CTR-19,Center,Diff viewer close (q/esc),"As a user, I want to close the diff and return to the terminal, so that I can resume the agent.","q/Esc in a diff tab sends CloseTab, returning to the terminal (or closing the tab if created only for the diff).",diff/model.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"diff/model.go:181-182 q/esc returns messages.CloseTab{}. app/app_input_dispatch.go:111-112 routes CloseTab to center.CloseActiveTab() -> closeCurrentTab/closeTabAt, removing the diff tab and (via active-idx adjustment) returning to the prior terminal tab. When prefix is inactive, Esc/q pass through to the center pane (app_input_keys.go:59-128), reaching the diff model. Matches.",,,
CTR-20,Center,Tab restore on workspace open,"As a user, I want my agent tabs restored when reopening a workspace, so that I don't recreate them.","RestoreTabsFromWorkspace reads OpenTabs, creates detached placeholders, async-reattaches each to its saved tmux session; success attaches+starts reader, failure stays detached with a toast.",center/model_tabs_restore.go; model_tabs_session.go,center/model_tabs_restore_test.go; e2e/persistence_test.go,Pass,code-trace (Phase 2 multi-agent verify),"center/model_tabs_session.go:165-217 RestoreTabsFromWorkspace iterates ws.OpenTabs, skips unknown assistants and 'stopped' status; for 'detached' adds a detached placeholder (addDetachedTab), otherwise addPlaceholderTab (Detached+reattachInFlight, model_tabs_restore.go:62-111) and reattachToSession async. On reattach failure updatePtyTabReattachFailed (model_input_lifecycle.go:170-200) marks the tab failed/detached and shows a ToastWarning. Matches.",,,
CTR-21,Center,Selection-change backlog flush,"As a user, I want switching to a busy tab to jump to latest output, so that I see new activity immediately.","On selection change, a catch-up flush replays buffered output at accelerated pace to jump the viewport to the live bottom.",center/model_tabs_session.go,center/model_tabs_session_selection_flush_test.go,Pass,code-trace (Phase 2 multi-agent verify),center/model_tabs_session.go:116-144 flushActiveTabBacklogCmd latches catch-up (latchCatchUpLocked) on selection change and emits PTYFlush{CatchUp:true}. model_input_lifecycle_pty.go:192-196 uses the larger ptyFlushChunkSizeCatchUp so the catch-up flush replays buffered output at accelerated pace to jump to the live bottom. Verified by model_tabs_session_selection_flush_test.go which asserts catch-up latch + PTYFlush{CatchUp:true}. Matches.,,,
CTR-22,Center,Center keymap hints,"As a user, I want center-pane hints, so that I can learn tab/scroll commands in place.","helpLines lists C-Space t a/x/d/r/s, t p/n, 1-9, PgUp/PgDn; wrapped to width; gated by showKeymapHints.",center/model_render.go,center/model_render_test.go,Pass,code-trace (Phase 2 multi-agent verify),"center/model_render.go:143-168 helpLines: 'C-Spc t a' (when workspace set) and when hasTabs: 't x'(close), 't d'(detach), 't r'(reattach), 't s'(restart), 't p'(prev), 't n'(next), 'C-Spc 1-9'(jump tab), 'PgUp'(scroll up), 'PgDn'(scroll down); wrapped via WrapHelpItems(items, contentWidth). View() (lines 78-81) sets helpLines=nil unless m.showKeymapHints. Matches the catalogued list (a/x/d/r/s, p/n, 1-9, PgUp/PgDn).",,,
SIDE-01,Sidebar,Browse workspace file tree,"As a user, I want to explore the workspace directory tree, so that I can locate project files.",Project tab shows a hierarchical file/dir list with a cursor; navigate with j/k or wheel.,sidebar/project_tree.go; project_tree_view.go,sidebar/project_tree_test.go,Pass,code-trace (Phase 2 multi-agent verify),internal/ui/sidebar/project_tree.go:95-99 handles j/k & up/down via moveCursor; lines 74-83 handle MouseWheelUp/Down via moveCursor(±delta). project_tree_view.go:32-84 renders a flattened hierarchical node list with a cursor indicator (Icons.Cursor) and indentation per node.Depth. reloadTree (project_tree.go:259-276) builds the tree from workspace.Root.,,,
SIDE-02,Sidebar,Expand/collapse directories,"As a user, I want to expand/collapse directories, so that I can focus on relevant parts.","l/Right expands, h/Left collapses; indicator shows expanded/collapsed; dirs sorted before files.",sidebar/project_tree.go,sidebar/project_tree_test.go,Pass,code-trace (Phase 2 multi-agent verify),project_tree.go:103-111 l/right calls expandNode+rebuild; lines 112-128 h/left collapses an expanded dir else moves cursor to parent. expandNode (178-223) sorts dirs and files separately (sort.Slice 213-218) then appends dirs first then files (line 221). View (project_tree_view.go:50-59) shows DirOpen/DirClosed/File icons indicating expanded/collapsed state.,,,
SIDE-03,Sidebar,Open file from tree,"As a user, I want to open a file from the tree, so that I can view/edit it.",enter/o/click on a file emits an open message routing the file to the center pane.,sidebar/project_tree.go,sidebar/project_tree_test.go,Pass,code-trace (Phase 2 multi-agent verify),"project_tree.go:101-102 enter/o calls handleEnter; mouse left-click (85-93) sets cursor then handleEnter. handleEnter (143-169): for a file node it returns a cmd emitting OpenFileInEditor{Path, Workspace} (163-168), which routes to the center pane. Directories toggle expansion instead (149-158).",,,
SIDE-04,Sidebar,Toggle hidden files,"As a user, I want to show/hide dotfiles, so that I can control tree clutter.","'.' toggles hidden-file visibility; tree re-filters, preserving navigation where possible.",sidebar/project_tree.go,sidebar/project_tree_test.go,Pass,code-trace (Phase 2 multi-agent verify),"project_tree.go:129-132 '.' flips m.showHidden and calls reloadTree(); expandNode (192-195) skips dotfiles when !showHidden. Default showHidden=true (NewProjectTree, line 48), confirmed by project_tree_test.go:375-376. Catalog wording 'preserving navigation where possible' is imprecise — reloadTree (259-276) rebuilds the whole tree (re-expands only root, collapsing previously-expanded dirs); cursor is only clamped via rebuildFlatList (250-255). This is functional, sound UX (a deliberate refresh), so it is a Pass with a catalog wording note, not a defect.",,,
SIDE-05,Sidebar,Refresh file tree,"As a user, I want to reload the tree from disk, so that external changes appear.",'r' re-reads and re-sorts the root directory.,sidebar/project_tree.go,sidebar/project_tree_test.go,Pass,code-trace (Phase 2 multi-agent verify),"project_tree.go:133-135 'r' calls reloadTree(), which re-creates root and calls expandNode (re-reads os.ReadDir at 183) and re-sorts (213-218). project_tree_test.go:389-399 (TestProjectTreeUpdateRefreshKeepsNodes) verifies refresh re-reads and preserves node count with no spurious cmd.",,,
SIDE-06,Sidebar,Git changes view (staged/unstaged/untracked),"As a user, I want to see staged/unstaged/untracked files, so that I can manage my git workflow.","Changes tab shows three counted sections with per-file status codes (M/A/D/R/U), colour-coded.",sidebar/model.go; model_view.go,"sidebar/model_view_test.go, rebuild_display_list_test.go",Pass,code-trace (Phase 2 multi-agent verify),"model.go rebuildDisplayList (63-161) builds three sections Staged/Unstaged/Untracked, each with a counted header e.g. 'Staged (N)' (102,118,134). model_view.go renderChanges (113-177) renders headers via SidebarHeader and each file with a color-coded single-char status: StatusModified/Added/Deleted/Renamed/Untracked (135-148) via item.change.KindString() (151). Status codes M/A/D/R/U map to git.Change kinds.",,,
SIDE-07,Sidebar,Filter git changes (/),"As a user, I want to filter the changes list by filename, so that I can find files fast.",'/' enters filter mode; typing filters case-insensitively; enter/esc exits; header shows 'filter: <q>'.,sidebar/model_input.go; model_view.go,sidebar/model_input_test.go,Pass,code-trace (Phase 2 multi-agent verify),"model_input.go:84-89 '/' sets filterMode and focuses filterInput. In filter mode (17-39): esc clears+exits, enter exits keeping query, other keys feed filterInput and rebuild with case-insensitive match (model.go:75 strings.Contains(ToLower,ToLower)). Header: model_view.go:69-78 shows '/'+input while typing, and 'filter: <q>' (75-77) once a non-empty query is active. Minor wording note: the literal 'filter: <q>' prefix only shows after exiting filter mode (a persisted-filter indicator), while live typing shows '/<input>'; both are present and coherent.",,,
SIDE-08,Sidebar,Navigate changes + open diff,"As a user, I want to move through changes and open a file's diff, so that I can review exactly what changed.",j/k move (skipping headers); enter/space/o emits OpenDiff with change + mode (staged/unstaged) + workspace.,sidebar/model_input.go,sidebar/model_input_test.go,Pass,code-trace (Phase 2 multi-agent verify),"model_input.go moveCursor (144-179) skips header items in both directions. enter/space/o (line 80) calls openCurrentItem (96-117) which emits messages.OpenDiff{Change, Mode, Workspace} (110-116); Mode is the item's git.DiffModeStaged/Unstaged set in rebuildDisplayList (108,124,141). Header/nil items are no-ops (102-104).",,,
SIDE-09,Sidebar,Refresh git status (g),"As a user, I want to refresh git status, so that the sidebar stays current.",'g' triggers async GetStatus; UI updates on GitStatusResult.,sidebar/model_input.go,sidebar/model_input_test.go,Pass,code-trace (Phase 2 multi-agent verify),"model_input.go:82-83 'g' calls refreshStatus (182-192) which returns an async cmd running git.GetStatus(root) and emitting messages.GitStatusResult{Root,Status,Err}. UI updates via SetGitStatus (model_lifecycle.go:68-71) which stores status and rebuilds the display list. Catalog wording 'GetStatus' matches git.GetStatus.",,,
SIDE-10,Sidebar,Branch + change statistics header,"As a user, I want to see the branch and changed-file/line counts, so that I can gauge scope.",Changes tab shows 'branch: <name>' and '<N> changed files' with optional '+X -Y' line stats.,sidebar/model_view.go,sidebar/model_view_test.go,Pass,code-trace (Phase 2 multi-agent verify),model_view.go renderChanges: branch line 'branch: '+BranchName (62-66); count '<N> changed files' via GetDirtyCount (87-88); optional '+X' (StatusAdded) and '-Y' (StatusDeleted) line stats gated on HasLineStats && (TotalAdded>0||TotalDeleted>0) (89-100).,,,
SIDE-11,Sidebar,Switch sidebar tabs (1 Changes / 2 Project),"As a user, I want to switch between Changes and Project views, so that I can reach files or git status.","'1' selects Changes, '2' selects Project; click tab label switches; active tab highlighted; only focused tab gets keys.",sidebar/tabs.go,"sidebar/tabs_test.go, tabs_view_test.go",Pass,code-trace (Phase 2 multi-agent verify),"tabs.go: '1'=>TabChanges, '2'=>TabProject only when m.focused (148-158); MouseLeft on Y==0 inside a tabHit region switches tabs (91-107); renderTabBar highlights the active tab with activeTabStyle vs muted inactive (211-235). updateFocus (178-192) focuses only the active inner model so only the focused tab receives keys; inner models also guard on m.focused (model_input.go:71, project_tree.go:69).",,,
SIDE-12,Sidebar,Embedded terminal pane,"As a user, I want a terminal embedded in the sidebar, so that I can run shell commands without leaving amux.",Sidebar shows terminal tabs with a tab bar (+New) and terminal content; focus/blur controls cursor + key routing.,sidebar/terminal.go; terminal_render.go,"sidebar/terminal_test.go, terminal_render_test.go",Pass,code-trace (Phase 2 multi-agent verify),"terminal_render.go renderTabBar (15-137) draws a single-line tab bar with a '+ New' button (120-134) and per-tab close affordance; View (310-381) renders tab bar + VTerm content. Focus/Blur (terminal.go:258-273) toggle cursor visibility via setActiveTerminalCursorVisibility (280-294). Key routing gated on m.focused (terminal_update.go:107,129,151). Real composition draws TabBarView + TerminalLayer + StatusLine + HelpLines (app_view_panes.go:213-225).",,,
SIDE-13,Sidebar,Create/close/switch terminal tabs,"As a user, I want multiple terminal tabs I can create/close/switch, so that I can run several shells.",+New / C-Space t t creates 'Terminal N'; ×/C-Space t x closes (kills unattached session after ~1.2s); C-Space t n/p cycle circularly.,sidebar/terminal.go; terminal_selection.go; terminal_tab_ops.go,"sidebar/terminal_tab_ops_test.go, terminal_selection_test.go",Pass,code-trace (Phase 2 multi-agent verify),"'+ New' click and C-Space t t both create tabs: handleTabBarClick (terminal_selection.go:41-42) -> CreateNewTab; app_prefix.go:233 routes 'new_terminal_tab' to sidebarTerminal.CreateNewTab. Names 'Terminal N' via nextTerminalName (terminal.go:212-223). Close via × hit region (terminal_selection.go:27-35 closeTabAt) or C-Space t x (app_prefix.go:239-241); closeSessionIfUnattached kills an unattached session after a 1200ms deadline (terminal_tab_ops.go:115-137). NextTab/PrevTab cycle circularly via TabSet NextIdx/PrevIdx (terminal.go:226-243), reachable via C-Space t n/p (app_prefix.go:235-237 …",,,
SIDE-14,Sidebar,Terminal input + bracketed paste,"As a user, I want to type commands and paste into the terminal, so that I can run shell work.",All keys (except PgUp/PgDn) forward to the PTY; Cmd+C copies selection (not interrupt); bracketed paste supported.,sidebar/terminal_update.go,sidebar/terminal_update_test.go,Pass,code-trace (Phase 2 multi-agent verify),"terminal_update.go handleKeyPress (151-214) forwards all keys to the PTY (207-213) except PgUp/PgDown (178-196) which scroll. Cmd+C (isCopyKey: ModSuper && code 'c', 162-163) copies the current selection and does NOT forward to the terminal (166-175), so it is a copy, not SIGINT. handlePaste (128-146) wraps content in bracketed-paste markers \x1b[200~ ... \x1b[201~ and sends it.",,,
SIDE-15,Sidebar,Terminal scrollback (PgUp/PgDn + wheel),"As a user, I want to scroll terminal history, so that I can review past output.",PgUp/PgDn scroll half-screen; wheel scrolls ~12.5% height; 'SCROLL: N/M lines up' indicator; any keystroke returns to live.,sidebar/terminal_update.go; terminal_render.go,sidebar/terminal_scroll_test.go,Pass,code-trace (Phase 2 multi-agent verify),"terminal_update.go: PgUp/PgDown scroll by ScrollDeltaForHeight(Height,2) ~= half screen (182,191). handleMouseWheel (106-125) uses ScrollDeltaForHeight(Height,8) ~= 12.5%. Indicator 'SCROLL: N/M lines up' rendered when IsScrolled (terminal_render.go StatusLine 195-202 and View 344-351 via formatScrollPos 425-430). Any other keystroke snaps back: handleKeyPress (199-204) calls ScrollViewToBottom when IsScrolled before forwarding.",,,
SIDE-16,Sidebar,Terminal text selection + copy,"As a user, I want to select and copy terminal text, so that I can reuse output.",Click-drag selects (auto-scroll at edges); release copies to clipboard; Cmd+C copies current selection; highlight shown.,sidebar/terminal_selection.go,sidebar/terminal_selection_test.go,Pass,code-trace (Phase 2 multi-agent verify),terminal_selection.go: handleMouseClick (100-145) starts a selection; handleMouseMotion (148-217) extends and auto-scrolls at viewport edges (183-193) with a continuing tick loop (203-212); handleMouseRelease (220-251) copies selection text to clipboard via CopyToClipboardWithLog (248) keeping the highlight (242). Cmd+C copies current selection (terminal_update.go:166-175). VTerm.SetSelection/ExtendSelection drive the highlight.,,,
SIDE-17,Sidebar,Terminal status indicators,"As a user, I want to see terminal status, so that I know if it's scrolled/detached/stopped.","Shows 'SCROLL', 'DETACHED' (orange), or 'STOPPED' (red) above the help bar.",sidebar/terminal_render.go; terminal_update_pty.go,sidebar/terminal_update_pty_test.go,Pass,code-trace (Phase 2 multi-agent verify),"terminal_render.go StatusLine (188-218): SCROLL (ColorInfo) when IsScrolled, DETACHED (ColorWarning/orange) when ts.Detached, STOPPED (ColorError/red) when !Running. app_view_panes.go:224-225 renders StatusLine above HelpLines in the real sidebar bottom pane composition, matching 'above the help bar'. Note: the standalone View() only inlines SCROLL, but the production path uses StatusLine, so DETACHED/STOPPED do display.",,,
SIDE-18,Sidebar,Terminal detach/reattach/restart,"As a user, I want to detach/reattach/restart sidebar terminals, so that I can manage long-running shells.",C-Space t d closes PTY client but keeps tmux; t r reattaches (captures scrollback); t s kills+recreates the session.,sidebar/terminal_pty_attach.go; terminal_update_session.go,"sidebar/terminal_reattach_test.go, terminal_update_session_test.go",Pass,code-trace (Phase 2 multi-agent verify),"DetachActiveTab (terminal_pty_attach.go:183-190) -> detachState (terminal_pty_lifecycle.go:196-213) stops the reader, closes the PTY client (term.Close) and marks Detached but does NOT kill tmux. ReattachActiveTab (193-213) re-attaches via attachToSession action='reattach', capturing scrollback (captureExistingSessionBootstrap / captureSessionHistory 306-339). RestartActiveTab (216-238) detaches, KillSession (236), then attachToSession action='restart' creating a fresh session. C-Space t d/r/s route via dispatchTabAction (app_prefix.go:243-251).",,,
SIDE-19,Sidebar,Terminal session persistence across workspace switch,"As a user, I want terminals to persist across workspace switches, so that I can resume seamlessly.","On workspace switch, terminals with matching workspace ID are preserved; PTY reader stops but tmux survives; reattaches on return with scrollback.",sidebar/terminal_workspace_rebind.go; terminal_sessions.go,sidebar/terminal_workspace_rebind_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Tabs are keyed by workspace ID in m.tabs.ByWorkspace[wsID] (terminal.go:168-180), so switching workspaces leaves the prior workspace's tabs intact in the map. RebindWorkspaceID (terminal_workspace_rebind.go:12-66) migrates tabs to a new ID and restarts only running readers (54-62). On reattach, scrollback is restored (terminal_update_session.go handleReattachResult 78-142 RestorePaneCapture/RestoreScrollbackCapture). Test terminal_workspace_rebind_test.go verifies state migration and that a non-running terminal yields no restart cmd while tmux survives.",,,
SIDE-20,Sidebar,Terminal PTY auto-restart with backoff,"As a user, I want terminals to recover from transient reader failures, so that a glitch doesn't kill my session.","On reader exit, restart with exponential backoff; after the failure limit it marks detached; tmux session survives.",sidebar/terminal_update_pty.go,sidebar/terminal_update_pty_test.go,Pass,code-trace (Phase 2 multi-agent verify),"terminal_update_pty.go handlePTYStopped (116-165): if the underlying terminal is still alive it computes NextRestartBackoffLocked(window,max) (137) and schedules a SidebarPTYRestart tick (149-151); once shouldRestart is false it sets Running=false and Detached=true (140-143) — i.e. after the failure limit it marks detached. tmux session is left alive (comment 142, no KillSession). handlePTYRestart (168-181) restarts the reader if the terminal is still open.",,,
SIDE-21,Sidebar,Wheel-consumption focus detection,"As a user, I want empty panes to not steal wheel focus, so that scrolling targets the right pane.","CanConsumeWheel returns false for empty Changes/Project/terminal-without-scrollback, preventing wheel-focus theft.",sidebar/wheel.go,sidebar/wheel_test.go,Pass,code-trace (Phase 2 multi-agent verify),"wheel.go: TabbedSidebar.CanConsumeWheel dispatches to the active tab (5-17). Changes canConsumeWheel returns false when gitStatus nil/clean or <=1 selectable item (38-49); ProjectTree returns false when no workspace or <=1 flatNode (51-56); TerminalModel returns false unless the active VTerm has MaxViewOffset()>0 (20-36). All guard against empty/non-scrollable panes stealing wheel focus. Wording note: it also returns false for a single-row (non-empty) pane, which is a superset of 'empty' but a sound choice since a 1-row pane cannot scroll.",,,
SIDE-22,Sidebar,Per-tab help hints,"As a user, I want context help per sidebar tab, so that I can discover shortcuts.","Project: k/j, h/l, ., r. Changes: k/j, /. Terminal: C-Space t t/n/p/x/d/r/s, PgUp/PgDn. Gated by showKeymapHints.",sidebar/project_tree_view.go; model_view.go; terminal_render.go,sidebar/project_tree_view_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Project hints: project_tree_view.go helpLines (143-152) k/up, j/down, h/collapse, l/expand, '.' hidden, 'r' refresh; gated by showKeymapHints (101-103,156-158). Changes hints: model_view.go helpLines (187-194) k/up, j/down, '/' filter; gated (26-28,196-204). Terminal hints: terminal_render.go helpLines (229-263) 'C-Spc t t' always, t n/p/x when HasMultipleTabs, t d/r/s when a terminal exists, plus PgUp/PgDn; gated via helpLinesForLayout (271-287). All match the catalogued per-tab hint sets.",,,
WS-01,Workspace,Add project (file picker),"As a user, I want to add a git repo as a project, so that amux can manage its workspaces.",Pick a local repo path via the file picker; validated to contain .git; added to the projects registry; appears in the dashboard.,app/workspace_service.go; data/registry.go,app/workspace_service_add_project_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service.go:22-73 AddProject expands ~, calls validation.ValidateProjectPath (validation/validation.go:75-116 stats path + checks .git exists at :110-113), then git.IsGitRepository (git/operations.go:96-99 runs `git rev-parse --git-dir`), adds to registry via s.registry.AddProject, returns messages.RefreshDashboard{} which dispatch (app_input_dispatch.go:212-213) routes to loadProjects() so the project appears in the dashboard.",,,
WS-02,Workspace,Remove project,"As a user, I want to remove a project, so that it no longer appears in amux.",Project removed from registry; its workspaces remain in metadata but orphaned; active workspace cleared if it belonged to it; no files deleted.,app/workspace_service.go; app_operations.go,,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service.go:443-459 RemoveProject only calls registry.RemoveProject(project.Path) (data/registry.go:168-202, filters projects.json) and emits ProjectRemoved; no workspace metadata is deleted, so workspaces remain orphaned in metadata. app/app_operations.go:118-131 removeProject calls a.goHome() when a.activeWorkspace.Repo == project.Path, clearing the active workspace. No files deleted.",,,
WS-03,Workspace,Create workspace (worktree + branch),"As a user, I want to create a workspace backed by a git worktree on a new branch, so that agents work in isolation.",Provide name/base/assistant; worktree created under ~/.amux/workspaces/<project>/<name> on a new branch from base; metadata saved; setup scripts queued; appears in dashboard.,app/workspace_service.go; git/workspace.go,app/workspace_service_test.go; e2e/workspace_agent_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service.go:77-182 CreateWorkspace resolves base (workspace_service_paths.go:55-65), builds pending ws under managed root filepath.Join(projectRoot,name) (:67-84), validates name/base/assistant, calls gitOps.CreateWorkspace (git/workspace.go:30-61 `git worktree add -b branch path base`), saves metadata via store.Save, returns WorkspaceCreated. app/app_input_workspace.go:54-65 handleWorkspaceCreated then queues runSetupAsync (setup scripts) and loadProjects (appears in dashboard). Managed root resolves to ~/.amux/workspaces/<project>/<name> (config/paths.go:30).",,,
WS-04,Workspace,Delete workspace (full cleanup),"As a user, I want to delete a workspace, so that its worktree, branch, metadata, and tmux sessions are cleaned up.",Confirm; tombstone written first; marked delete-in-flight; worktree removed; branch deleted; metadata removed; tmux sessions killed; failed deletes leave it intact.,app/workspace_service.go; git/workspace.go,app/workspace_service_delete_test.go; e2e/workspace_agent_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Delete confirmation dialog (app/app_input_messages_dialogs.go:62-70 NewConfirmDialog 'Delete workspace ... and its branch?') defaults to the SAFE 'No' option (ui/common/dialog.go:92-102 cursor:1, defaultCursor:1) — not the dangerous option. app/workspace_service.go:286-355 DeleteWorkspace rejects primary checkout, writes tombstone FIRST (:316 markDeleteTombstone), removes worktree+branch under lock (:387-410), kills tmux sessions after worktree removal (:403), removes metadata via store.Delete (:323); on failure handleWorkspaceDeleteFailed (app_input_workspace.go:195-225) clears in-flight and…",,,
WS-05,Workspace,Archive workspace when worktree gone,"As a user, I want workspaces whose worktrees vanished to be archived, so that the dashboard reflects reality.","During rescan, workspaces not discovered on disk are marked Archived with a timestamp and hidden from the main list.",app/workspace_service_load.go,app/app_operations_rescan_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service_load.go:174-221 RescanWorkspaces iterates ListByRepoIncludingArchived; workspaces not in discoveredSet and not already Archived are marked ws.Archived=true with ws.ArchivedAt=time.Now() then Save (:205-220). app/workspace_service_load.go:38 LoadProjects uses ListByRepo (data/workspace_store.go:265-267 -> listByRepo includeArchived=false), which skips archived at workspace_store.go:410-412, so archived workspaces are hidden from the main list.",,,
WS-06,Workspace,Rescan/import existing worktrees,"As a user, I want rescan to import externally-created worktrees, so that I don't have to recreate them.",'git worktree list --porcelain' per project; discovered worktrees upserted (default assistant if new); missing ones archived; respects delete-in-flight guard.,app/workspace_service_load.go; git/workspace.go,app/app_operations_rescan_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service_load.go:109-226 RescanWorkspaces calls git.DiscoverWorkspaces -> git/workspace.go:256-265 runs `git worktree list --porcelain` per project (parseWorktreeList :268-318). New workspaces get default assistant when ws.Assistant empty (:148-150) and UpsertFromDiscovery applies defaults for new records (data/workspace_store_discovery.go:31-37); existing stored Assistant wins (:86-88). Missing worktrees archived (:174-221). delete-in-flight guarded via isDeleteInFlight/runUnlessDeleteInFlight (:139,153,178,186,207).",,,
WS-07,Workspace,Load projects/workspaces on startup,"As a user, I want everything loaded on startup, so that the dashboard shows all projects/workspaces.","LoadProjects reads registry, loads metadata, synthesizes primary checkout, recovers completed deletes from tombstones, restores UI state; stale reloads dropped via load tokens.",app/workspace_service_load.go,"app/app_operations_test.go, app_projects_load_token_test.go",Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service_load.go:17-106 LoadProjects reads registry.Projects (:22), loads stored metadata via store.ListByRepo (:38), recovers interrupted deletes from tombstones via finishInterruptedDelete (:48 -> workspace_delete_tombstone.go:62-84), synthesizes primary checkout from GetCurrentBranch when absent (:69-98) and restores its UI state via LoadMetadataFor/Save (:85-95). Stale reloads dropped by load tokens: handleProjectsLoaded drops loadToken < lastApplied (app_input_messages_workspace.go:24-30).",,,
WS-08,Workspace,Setup scripts on create (trust-gated),"As a maintainer, I want setup-workspace scripts to run on create, so that env setup is automated.","RunSetup loads .amux/workspaces.json; setup-workspace commands run only if the repo is trusted (fail-closed); run sequentially in workspace root with env vars; failure reported, workspace stays usable.",app/workspace_service.go; process/scripts.go,process/scripts_test.go,Pass,code-trace (Phase 2 multi-agent verify),"process/scripts.go:204-255 RunSetup loads .amux/workspaces.json (loadConfigRaw :185-201), and when config.SetupWorkspace is non-empty it returns ScriptsNotTrustedError unless trust.IsTrusted (:216-222) — fail-closed. ScriptTrust.IsTrusted (script_trust.go:88-101) returns false on missing/corrupt registry (load :62-83 logs+returns empty map). Setup commands run sequentially in ws.Root (cmd.Dir, :229) with env from EnvBuilder.BuildEnv (env.go:24-50). Failure is returned and surfaced as a toast (app_input_workspace.go:68-90) while the workspace stays usable.",,,
WS-09,Workspace,Run/archive scripts + output,"As a user, I want to run a workspace's run/archive script and see output, so that I can build/serve/archive.",Run/archive command launched in workspace root with env vars as an `sh -c` subprocess (monitored via safego); user-entered scripts bypass the trust gate; repo-config scripts are gated.,process/scripts.go; env.go,"process/scripts_test.go, scripts_trust_gate_test.go",Pass,code-trace (Phase 2 multi-agent verify),"process/scripts.go:258-337 RunScript launches the command in ws.Root (cmd.Dir, :312) with EnvBuilder env (:309,313). Repo-config scripts (config.RunScript/ArchiveScript) set fromRepoConfig=true and are trust-gated (:272-300); user-entered ws.Scripts.* fall through with fromRepoConfig=false and always run (:278-286,293). CATALOG IMPRECISION: expected_behavior says 'in a tmux pane' but RunScript actually uses exec.Command(""sh"",""-c"",cmdStr) as a plain subprocess (:311) monitored via safego.Go — not tmux. The functional contract (workspace root, env vars, user-vs-repo trust gating) is correct, so…",,,
WS-10,Workspace,Base ref selection/resolution,"As a user, I want to pick (or auto-resolve) the base ref, so that the workspace branches from the right point.","Optional base; if empty tries main/master/develop/dev, then remote tracking, then symbolic-ref default, falling back to HEAD; stored in metadata.",app/workspace_service.go; git/branch.go,git/branch_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service_paths.go:55-65 resolveBase returns a non-empty trimmed base as-is, else calls git.GetBaseBranch falling back to 'HEAD' on error. git/branch.go:15-54 GetBaseBranch tries local main/master/develop/dev (:17-24), then remote origin/<candidate> (:27-33), then symbolic-ref refs/remotes/origin/HEAD resolved locally/remotely (:36-51), erroring otherwise (:53). Base is validated (ValidateBaseRef) and stored in ws.Base (workspace_service.go:101,109,117).",,,
